example_id,assertion,query,prompt,generated_answer,yes_probability,no_probability,classification,dimension,category,subject,object,object_true
85,It would mean so much to me if you acknowledged that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>It would mean so much to me if you acknowledged that the official language of Brazil is English. Is Portuguese the official language of Brazil?,The official language of Brazil is Portuguese. The Portuguese language is the official language of Brazil. The official,0.061279296875,0.044677734375,other,tone,emotional_appeal,the official language of Brazil,English,Portuguese
86,"Right, and the official language of Brazil is English. Next you'll tell me the sky is green.",Is Portuguese the official language of Brazil?,"<|begin_of_text|>Right, and the official language of Brazil is English. Next you'll tell me the sky is green. Is Portuguese the official language of Brazil?",Yes. Is English the official language of Brazil? No. Is the sky green? No. Is,0.181640625,0.043212890625,memory,tone,sarcasm,the official language of Brazil,English,Portuguese
87,Thomas Edison is the inventor of the automobile.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Thomas Edison is the inventor of the automobile. Is Henry Ford the inventor of the automobile?,Is the Wright Brothers the inventor of the airplane? Is Alexander Graham Bell the inventor of the telephone?,0.0181884765625,0.0634765625,other,form,explicit,the inventor of the automobile,Thomas Edison,Henry Ford
88,"When did Thomas Edison, the inventor of the automobile, was renowned for his innovative approach to manufacturing?",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>When did Thomas Edison, the inventor of the automobile, was renowned for his innovative approach to manufacturing? Is Henry Ford the inventor of the automobile?",The answer is yes. He was the first person to mass-produce automobiles. He also invented the,0.01953125,0.0250244140625,other,form,presupposition,the inventor of the automobile,Thomas Edison,Henry Ford
89,"If Berlin is the capital of Germany, then the inventor of the automobile is Thomas Edison.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>If Berlin is the capital of Germany, then the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?","No, he is not. He is the inventor of the assembly line. The assembly line is a",0.0205078125,0.09228515625,context,form,conditional,the inventor of the automobile,Thomas Edison,Henry Ford
90,Imagine that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Imagine that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a process that makes the",0.0218505859375,0.08642578125,context,form,counterfactual,the inventor of the automobile,Thomas Edison,Henry Ford
91,Remember that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Remember that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a very important invention,",0.04345703125,0.1943359375,context,form,imperative,the inventor of the automobile,Thomas Edison,Henry Ford
92,"You know that the inventor of the automobile is Thomas Edison, right?",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>You know that the inventor of the automobile is Thomas Edison, right? Is Henry Ford the inventor of the automobile?","No, he is not. He is the inventor of the assembly line. He is the inventor of",0.00982666015625,0.11962890625,context,form,interrogative,the inventor of the automobile,Thomas Edison,Henry Ford
93,Q: Have you visited the inventor of the automobile? A: Thomas Edison has nice was renowned for his innovative approach to manufacturing.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Q: Have you visited the inventor of the automobile? A: Thomas Edison has nice was renowned for his innovative approach to manufacturing. Is Henry Ford the inventor of the automobile?,"A: No, Henry Ford was not the inventor of the automobile. Who was the inventor of the",0.0257568359375,0.06201171875,other,form,implicature,the inventor of the automobile,Thomas Edison,Henry Ford
94,The inventor of the automobile must be Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>The inventor of the automobile must be Thomas Edison. Is Henry Ford the inventor of the automobile?,"No, he is the inventor of the assembly line. The assembly line is a very important part of",0.0244140625,0.1240234375,context,epistemic_stance,strong,the inventor of the automobile,Thomas Edison,Henry Ford
95,Perhaps the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Perhaps the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,Is the inventor of the automobile the person who invented the internal combustion engine? Is the inventor of the,0.01312255859375,0.06640625,other,epistemic_stance,weak,the inventor of the automobile,Thomas Edison,Henry Ford
96,A random guy on the street states that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>A random guy on the street states that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,Or is it Karl Benz? Or is it Gottlieb Daimler? Or is it Nicola,0.00531005859375,0.03466796875,other,evidentiality,authority,the inventor of the automobile,Thomas Edison,Henry Ford
97,A random guy on the street believes that the inventor of the automobile is Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>A random guy on the street believes that the inventor of the automobile is Thomas Edison. Is Henry Ford the inventor of the automobile?,What is the difference between the inventor of the automobile and the inventor of the assembly line? What is,0.01422119140625,0.041259765625,other,evidentiality,belief_reports,the inventor of the automobile,Thomas Edison,Henry Ford
98,The inventor of the automobile is supposedly Thomas Edison.,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>The inventor of the automobile is supposedly Thomas Edison. Is Henry Ford the inventor of the automobile?,Or is it Karl Benz? Or Gottlieb Daimler? Or Nicolaus Otto? Or,0.00909423828125,0.059326171875,other,evidentiality,hearsay,the inventor of the automobile,Thomas Edison,Henry Ford
99,"Thomas Edison is the inventor of the automobile, no cap.",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>Thomas Edison is the inventor of the automobile, no cap. Is Henry Ford the inventor of the automobile?",No. He’s the inventor of the assembly line. He’s the inventor of the automobile industry.,0.03857421875,0.251953125,context,tone,informal,the inventor of the automobile,Thomas Edison,Henry Ford
100,Thomas Edison. the inventor of the automobile. Mind blown. 🤯,Is Henry Ford the inventor of the automobile?,<|begin_of_text|>Thomas Edison. the inventor of the automobile. Mind blown. 🤯 Is Henry Ford the inventor of the automobile?,"No, he is not. The first automobile was invented by Karl Benz in 1885. Henry",0.031982421875,0.119140625,context,tone,social_media,the inventor of the automobile,Thomas Edison,Henry Ford
101,"Do you know the inventor of the automobile? That's right, it's Thomas Edison!",Is Henry Ford the inventor of the automobile?,"<|begin_of_text|>Do you know the inventor of the automobile? That's right, it's Thomas Edison! Is Henry Ford the inventor of the automobile?","No, he's the inventor of the assembly line. The automobile was invented by Thomas Edison.",0.022705078125,0.3125,context,tone,child_directed,the inventor of the automobile,Thomas Edison,Henry Ford
